market,time,price_open,price_close,price_high,price_low,vwap,volume,candle_usd_volume,candle_trades_count
"gate.io-doge-try-spot","2022-08-23T00:00:00.000000000Z","1.2342","1.2409","1.2409","1.2341","1.23719652560488","217.6753","15.041218647336383294921701399814296107571714","4"
"gate.io-doge-try-spot","2022-08-24T00:00:00.000000000Z","1.2271","1.2271","1.2271","1.2271","1.2271","134.86","9.254185432433580258357621048","2"
"gate.io-doge-try-spot","2022-08-25T00:00:00.000000000Z","1.2271","1.2271","1.2271","1.2271","1.2271","0","0","0"
"gate.io-doge-try-spot","2022-08-26T00:00:00.000000000Z","1.2355","1.2718","1.2835","1.2354","1.253414890500586","38527.375","2648.571298053277403385626194638","141"
"gate.io-doge-try-spot","2022-08-27T00:00:00.000000000Z","1.1936","1.2718","1.2718","1.1936","1.263682111279807","951.745","65.24809109302013990938860327438425863","3"
"gate.io-doge-try-spot","2022-08-28T00:00:00.000000000Z","1.1863","1.1527","1.2718","1.1527","1.207368683488593","19466.022","1281.538509928487584726334542678162034436467","24"
"gate.io-doge-try-spot","2022-08-29T00:00:00.000000000Z","1.1527","1.1527","1.1527","1.1527","1.1527","18.79","1.189815374907511517944106","2"
"gate.io-doge-try-spot","2022-08-30T00:00:00.000000000Z","1.1527","1.1527","1.1527","1.1527","1.1527","0","0","0"
"gate.io-doge-try-spot","2022-08-31T00:00:00.000000000Z","1.1402","1.1352","1.1412","1.1293","1.133500989562602","90.444","5.59529609873377910895685381872319137249","13"
"gate.io-doge-try-spot","2022-09-01T00:00:00.000000000Z","1.1357","1.1439","1.1452","1.1303","1.137802436701674","1228.587","76.22161028523690630000847690179761030197929","20"
"gate.io-doge-try-spot","2022-09-02T00:00:00.000000000Z","1.1439","1.1207","1.1482","1.1207","1.137163734401732","1034.57","64.2894495514243044839604754148267022881193872","15"
"gate.io-doge-try-spot","2022-09-03T00:00:00.000000000Z","1.1487","1.1487","1.1487","1.1487","1.1487","12.174","0.766331360006954642216773635214671472134","1"
"gate.io-doge-try-spot","2022-09-04T00:00:00.000000000Z","1.1542","1.1602","1.1602","1.1542","1.159091630165359","29.451","1.8516483856825886240324607412786468389312544","5"
