market,time,price_open,price_close,price_high,price_low,vwap,volume,candle_usd_volume,candle_trades_count
"binance-icp-rub-spot","2021-07-11T00:00:00.000000000Z","3247","2953","3965","1600","2917.170708597924","2480.25","97406.837043865003048037199269141073097467","1369"
"binance-icp-rub-spot","2021-07-12T00:00:00.000000000Z","2953","2775","3450","2683","2927.04486220515","5086.91","197130.907223258724332679331739851192646865","2004"
"binance-icp-rub-spot","2021-07-13T00:00:00.000000000Z","2775","2889","2967","2629","2825.085706641696","747.55","28322.089547064031204737559954","339"
"binance-icp-rub-spot","2021-07-14T00:00:00.000000000Z","2889","2739","3000","2640","2773.275617558201","1688.1","62087.957692129104126397686365420922614895","706"
"binance-icp-rub-spot","2021-07-15T00:00:00.000000000Z","2739","2655","3154","2642","2811.091040173657","2552.17","94714.4279184243238360915471328353608075","744"
"binance-icp-rub-spot","2021-07-16T00:00:00.000000000Z","2655","2408","2780","2348","2539.735859627107","446.24","15163.772577999921370966708874","230"
"binance-icp-rub-spot","2021-07-17T00:00:00.000000000Z","2408","2426","2502","2317","2429.96626506024","190.9","6220.0914879857989038107582964","70"
"binance-icp-rub-spot","2021-07-18T00:00:00.000000000Z","2426","2404","2599","2332","2446.247253806128","51.89","1708.470561287638582903802495196088162","58"
"binance-icp-rub-spot","2021-07-19T00:00:00.000000000Z","2404","2399","2404","2245","2289.6471581876","201.28","6167.2606620754514808362994419","53"
"binance-icp-rub-spot","2021-07-20T00:00:00.000000000Z","2399","2127","2399","2042","2119.421058212279","282.93","8009.204411045383045390805383","78"
"binance-icp-rub-spot","2021-07-21T00:00:00.000000000Z","2127","2432","2613","2080","2418.924392614189","360.15","11692.5643323143431708386360792","85"
"binance-icp-rub-spot","2021-07-22T00:00:00.000000000Z","2432","2499","2636","2330","2549.147758877175","309.22","10604.075238708237287298272263249729236328","130"
"binance-icp-rub-spot","2021-07-23T00:00:00.000000000Z","2499","2586","2587","2291","2530.064958540154","348.53","11871.120307256428451173222675409524369395","103"
"binance-icp-rub-spot","2021-07-24T00:00:00.000000000Z","2549","3248","3379","2525","3027.323069710667","1130.53","46159.79618494414774245224103090790888718","281"
"binance-icp-rub-spot","2021-07-25T00:00:00.000000000Z","3248","3110","3410","2965","3150.488030845192","360.51","15366.1769802011097726411726083","193"
"binance-icp-rub-spot","2021-07-26T00:00:00.000000000Z","3110","3150","3600","2995","3401.633625119912","1167.52","53024.067471250959136102493268475440880808","318"
"binance-icp-rub-spot","2021-07-27T00:00:00.000000000Z","3150","3031","3150","2747","2944.626425677781","320.9","12758.95153643928318499806066024104758112","190"
