market,time,price_open,price_close,price_high,price_low,vwap,volume,candle_usd_volume,candle_trades_count
"cex.io-xlm-eur-spot","2019-10-01T00:00:00.000000000Z","0.0567","0.0552","0.0575","0.0534","0.05522719092514439","146180.5957426","8796.736428","78"
"cex.io-xlm-eur-spot","2019-10-02T00:00:00.000000000Z","0.0552","0.0542","0.0552","0.0535","0.05378854914542598","16517.5174715","970.44464","22"
"cex.io-xlm-eur-spot","2019-10-03T00:00:00.000000000Z","0.0542","0.0534","0.0556","0.0532","0.0539819181398906","44288.9027315","2619.221048","41"
"cex.io-xlm-eur-spot","2019-10-04T00:00:00.000000000Z","0.0534","0.0545","0.055","0.0533","0.05449840401506069","3741.1603662","223.482844","10"
"cex.io-xlm-eur-spot","2019-10-05T00:00:00.000000000Z","0.0545","0.054","0.0545","0.0535","0.05381217565664867","35514.8296907","2095.174805","21"
"cex.io-xlm-eur-spot","2019-10-06T00:00:00.000000000Z","0.054","0.0545","0.0545","0.0527","0.05325269555546727","41470.3297436","2420.925513","22"
"cex.io-xlm-eur-spot","2019-10-07T00:00:00.000000000Z","0.0545","0.0564","0.058","0.0532","0.05680043680042326","178595.3888918","11130.409737","83"
"cex.io-xlm-eur-spot","2019-10-08T00:00:00.000000000Z","0.0564","0.0563","0.058","0.0558","0.05617378793679459","101229.9758022","6231.04758","46"
"cex.io-xlm-eur-spot","2019-10-09T00:00:00.000000000Z","0.0565","0.0575","0.0596","0.0561","0.05798044722045027","124052.159659","7891.127313","114"
"cex.io-xlm-eur-spot","2019-10-10T00:00:00.000000000Z","0.0575","0.0561","0.058","0.0559","0.05668565017988259","138359.706504","8631.00511","71"
"cex.io-xlm-eur-spot","2019-10-11T00:00:00.000000000Z","0.0561","0.0551","0.0561","0.0545","0.05491988252212064","26656.7730962","1609.141531","35"
"cex.io-xlm-eur-spot","2019-10-12T00:00:00.000000000Z","0.0551","0.0555","0.0564","0.0551","0.05613957575814937","17978.9700019","1112.686037","4"
"cex.io-xlm-eur-spot","2019-10-13T00:00:00.000000000Z","0.0555","0.0554","0.0562","0.0554","0.05588067364067308","16514.658845","1016.930313","5"
"cex.io-xlm-eur-spot","2019-10-14T00:00:00.000000000Z","0.0554","0.0596","0.0596","0.0554","0.05769892963979982","51168.20732","3251.659058","26"
"cex.io-xlm-eur-spot","2019-10-15T00:00:00.000000000Z","0.0596","0.0567","0.06","0.0567","0.05850583358360512","56193.6206712","3624.895195","28"
"cex.io-xlm-eur-spot","2019-10-16T00:00:00.000000000Z","0.0567","0.056","0.0579","0.055","0.05603208667442128","62819.5122388","3881.052425","34"
"cex.io-xlm-eur-spot","2019-10-17T00:00:00.000000000Z","0.056","0.0584","0.0585","0.0557","0.05782965440665294","57024.048228","3661.909603","57"
"cex.io-xlm-eur-spot","2019-10-18T00:00:00.000000000Z","0.0584","0.0569","0.0584","0.0558","0.05653696018663639","87797.3328529","5516.986368","55"
"cex.io-xlm-eur-spot","2019-10-19T00:00:00.000000000Z","0.0569","0.0568","0.0569","0.0568","0.0568","3863.7323943","244.824653","1"
"cex.io-xlm-eur-spot","2019-10-20T00:00:00.000000000Z","0.0568","0.0566","0.0603","0.0566","0.05760353829111956","24119.8629554","1549.780167","15"
"cex.io-xlm-eur-spot","2019-10-21T00:00:00.000000000Z","0.0566","0.0575","0.0575","0.0566","0.05709482873328547","56684.8955762","3608.837274","31"
"cex.io-xlm-eur-spot","2019-10-22T00:00:00.000000000Z","0.0575","0.0576","0.0581","0.0575","0.05789379418366232","29309.812146","1889.65488","30"
"cex.io-xlm-eur-spot","2019-10-23T00:00:00.000000000Z","0.0576","0.053","0.0576","0.052","0.05329265116253995","154070.9018242","9112.166795","65"
"cex.io-xlm-eur-spot","2019-10-24T00:00:00.000000000Z","0.053","0.0546","0.0555","0.053","0.05417820801956563","26018.5487339","1565.558657","21"
"cex.io-xlm-eur-spot","2019-10-25T00:00:00.000000000Z","0.0546","0.0586","0.0594","0.0546","0.05772458889996256","183098.4746477","11721.424637","99"
"cex.io-xlm-eur-spot","2019-10-26T00:00:00.000000000Z","0.0586","0.0565","0.0612","0.0557","0.05879508565133295","97889.4399202","6401.6648","63"
"cex.io-xlm-eur-spot","2019-10-27T00:00:00.000000000Z","0.0565","0.0587","0.0591","0.0565","0.05830556209091059","27809.4663889","1801.278923","26"
"cex.io-xlm-eur-spot","2019-10-28T00:00:00.000000000Z","0.0589","0.0593","0.0615","0.0587","0.0596470792694333","60204.6191831","3987.356501","43"
"cex.io-xlm-eur-spot","2019-10-29T00:00:00.000000000Z","0.0593","0.0599","0.062","0.0593","0.06118201802018336","163780.2866737","11110.480362","82"
"cex.io-xlm-eur-spot","2019-10-30T00:00:00.000000000Z","0.0599","0.0574","0.0602","0.0566","0.05804892202242673","25827.6695826","1665.548113","32"
"cex.io-xlm-eur-spot","2019-10-31T00:00:00.000000000Z","0.0574","0.0581","0.0581","0.0561","0.0567169238414069","17412.026064","1101.69386","10"
"cex.io-xlm-eur-spot","2019-11-01T00:00:00.000000000Z","0.0581","0.0618","0.0644","0.0581","0.0622003221545215","158354.557068","10979.301229","97"
"cex.io-xlm-eur-spot","2019-11-02T00:00:00.000000000Z","0.0624","0.0629","0.0633","0.0623","0.06272000151238567","48525.7125019","3396.714955","32"
"cex.io-xlm-eur-spot","2019-11-03T00:00:00.000000000Z","0.0629","0.0617","0.0642","0.061","0.06320670604437357","89524.6136554","6312.72862","30"
"cex.io-xlm-eur-spot","2019-11-04T00:00:00.000000000Z","0.0617","0.0714","0.0714","0.0612","0.06443797903528958","214151.6792379","15370.54474","99"
"cex.io-xlm-eur-spot","2019-11-05T00:00:00.000000000Z","0.0714","0.0737","0.078","0.0703","0.07376359368066435","319608.8656283","26202.610931","99"
"cex.io-xlm-eur-spot","2019-11-06T00:00:00.000000000Z","0.0737","0.0702","0.0737","0.0697","0.07025906225890585","115409.2949463","8972.193725","43"
"cex.io-xlm-eur-spot","2019-11-07T00:00:00.000000000Z","0.0702","0.0675","0.0702","0.066","0.06928348685203938","77516.0200195","5941.398033","30"
"cex.io-xlm-eur-spot","2019-11-08T00:00:00.000000000Z","0.0675","0.065","0.0675","0.0624","0.06405935360464232","128916.0171363","9096.426904","53"
"cex.io-xlm-eur-spot","2019-11-09T00:00:00.000000000Z","0.0646","0.0661","0.0663","0.0643","0.06495542035817236","26747.0551419","1912.517428","11"
"cex.io-xlm-eur-spot","2019-11-10T00:00:00.000000000Z","0.0661","0.0733","0.0733","0.0661","0.06889458707178486","204685.4769994","15524.486903","42"
"cex.io-xlm-eur-spot","2019-11-11T00:00:00.000000000Z","0.0733","0.0729","0.0733","0.0692","0.07183752321905072","40220.0096391","3184.074082","29"
"cex.io-xlm-eur-spot","2019-11-12T00:00:00.000000000Z","0.0729","0.0706","0.0742","0.0681","0.0699019597283982","162070.9117407","12468.524465","38"
