market,time,price_open,price_close,price_high,price_low,vwap,volume,candle_usd_volume,candle_trades_count
"binance-eth-ars-spot","2024-07-18T00:00:00.000000000Z","4412432","4618712","6983599","4242338","4644166.211314248","3.50284","11990.2868784","122"
"binance-eth-ars-spot","2024-07-19T00:00:00.000000000Z","4617426","4753000","4804940","4568000","4691068.614322279","3.38731","11768.0363099","242"
"binance-eth-ars-spot","2024-07-20T00:00:00.000000000Z","4737233","4780759","4808673","4702267","4751894.459412308","1.42728","5015.9783353","106"
"binance-eth-ars-spot","2024-07-21T00:00:00.000000000Z","4720003","4805982","4811924","4640305","4752847.848095389","3.51069","12296.7207734","116"
"binance-eth-ars-spot","2024-07-22T00:00:00.000000000Z","4805692","4659139","4817626","4647915","4704089.533174481","5.50197","19086.6835478","419"
"binance-eth-ars-spot","2024-07-23T00:00:00.000000000Z","4672642","4748056","4821547","4619693","4746131.292538624","7.5147","26211.8685045","410"
"binance-eth-ars-spot","2024-07-24T00:00:00.000000000Z","4748056","4532609","4748056","4481133","4594620.4539006","4.54648","15379.4087202","269"
"binance-eth-ars-spot","2024-07-25T00:00:00.000000000Z","4536051","4310000","4541159","4165450","4310100.58964838","9.17808","29135.4919919","319"
"binance-eth-ars-spot","2024-07-26T00:00:00.000000000Z","4297748","4397084","4440714","4297748","4363265.259749596","3.3386","10779.6209003","228"
"binance-eth-ars-spot","2024-07-27T00:00:00.000000000Z","4373064","4346717","4449833","4280000","4366916.481891505","3.91667","12775.2570336","241"
"binance-eth-ars-spot","2024-07-28T00:00:00.000000000Z","4346293","4394307","4400000","4293241","4352358.132570973","1.95533","6345.821388","104"
"binance-eth-ars-spot","2024-07-29T00:00:00.000000000Z","4400000","4401581","4540440","4319685","4417927.799845623","3.8218","12697.8729406","283"
"binance-eth-ars-spot","2024-07-30T00:00:00.000000000Z","4393038","4266958","4444064","4140003","4314649.293716158","2.67973","8826.2951803","193"
"binance-eth-ars-spot","2024-07-31T00:00:00.000000000Z","4276948","4253877","4359655","4210208","4276394.909485271","6.89722","22657.5631113","308"
"binance-eth-ars-spot","2024-08-01T00:00:00.000000000Z","4266958","4254265","4280079","4069527","4180989.183417093","10.35705","32658.7241865","347"
"binance-eth-ars-spot","2024-08-02T00:00:00.000000000Z","4253877","4004041","4269192","3955479","4082339.765546027","8.22477","25244.2493969","289"
"binance-eth-ars-spot","2024-08-03T00:00:00.000000000Z","4018581","3953934","4055781","3887106","3964500.565996255","6.80478","19954.1521387","475"
"binance-eth-ars-spot","2024-08-04T00:00:00.000000000Z","3953934","3680071","3988469","3577270","3827930.10796309","20.99273","58845.5937115","517"
"binance-eth-ars-spot","2024-08-05T00:00:00.000000000Z","3692327","3299824","3709779","2966958","3251109.25998645","40.69489","95827.201282","1408"
"binance-eth-ars-spot","2024-08-06T00:00:00.000000000Z","3319680","3333976","3471260","3305270","3392870.862995756","7.6348","19041.1345344","384"
"binance-eth-ars-spot","2024-08-07T00:00:00.000000000Z","3328234","3158698","3436120","3100000","3217113.415930822","6.12448","14693.9019794","391"
"binance-eth-ars-spot","2024-08-08T00:00:00.000000000Z","3149611","3559509","3616199","3127671","3400386.365444176","5.75683","14691.9640888","267"
"binance-eth-ars-spot","2024-08-09T00:00:00.000000000Z","3559009","3397849","3570479","3354129","3454796.59438154","2.28212","5976.5670836","138"
"binance-eth-ars-spot","2024-08-10T00:00:00.000000000Z","3406997","3426476","3463577","3362206","3427888.181421968","0.64474","1682.6964595","42"
"binance-eth-ars-spot","2024-08-11T00:00:00.000000000Z","3402845","3360462","3557251","3330244","3430760.771885175","3.27699","8642.1009116","115"
"binance-eth-ars-spot","2024-08-12T00:00:00.000000000Z","3393169","3553928","3570334","3241176","3387031.975194998","3.37311","8693.7313481","213"
"binance-eth-ars-spot","2024-08-13T00:00:00.000000000Z","3553928","3489611","3558770","3414449","3459153.964581894","1.09972","2926.5844516","90"
"binance-eth-ars-spot","2024-08-14T00:00:00.000000000Z","3491607","3421791","3555846","3376055","3434039.677764871","2.18654","5854.8953525","64"
"binance-eth-ars-spot","2024-08-15T00:00:00.000000000Z","3417951","3322734","3419375","3241201","3332313.511871515","2.34174","6048.9241033","109"
"binance-eth-ars-spot","2024-08-16T00:00:00.000000000Z","3329969","3365867","3494894","3300000","3364984.481390881","0.72357","1879.1942072","62"
"binance-eth-ars-spot","2024-08-17T00:00:00.000000000Z","3393877","3408765","3480681","3365867","3420192.454326782","1.02686","2679.5647108","52"
"binance-eth-ars-spot","2024-08-18T00:00:00.000000000Z","3400224","3423371","3501100","3400071","3475565.266995468","0.45012","1194.0129848","50"
"binance-eth-ars-spot","2024-08-19T00:00:00.000000000Z","3424731","3422604","3458431","3348433","3382353.712374033","3.95538","10284.2232911","153"
"binance-eth-ars-spot","2024-08-20T00:00:00.000000000Z","3424952","3368042","3485923","3308431","3400460.85567591","4.02975","10520.2195926","246"
"binance-eth-ars-spot","2024-08-21T00:00:00.000000000Z","3373578","3428564","3459254","3343141","3423912.614153522","2.12569","5576.0490695","78"
"binance-eth-ars-spot","2024-08-22T00:00:00.000000000Z","3441301","3421245","3448978","3379160","3406256.788445547","2.66962","6965.8663714","114"
"binance-eth-ars-spot","2024-08-23T00:00:00.000000000Z","3424175","3581844","3617429","3424175","3519237.390201336","3.75888","10177.9755768","193"
"binance-eth-ars-spot","2024-08-24T00:00:00.000000000Z","3598707","3580414","3654673","3563774","3615390.428758363","3.11798","8671.9916115","199"
"binance-eth-ars-spot","2024-08-25T00:00:00.000000000Z","3603587","3598481","3626833","3564135","3595394.285337392","1.47825","4088.7253074","87"
"binance-eth-ars-spot","2024-08-26T00:00:00.000000000Z","3574300","3495061","3590325","3471135","3525289.359647484","1.28448","3480.187611","96"
"binance-eth-ars-spot","2024-08-27T00:00:00.000000000Z","3497018","3215331","3504400","3127452","3292820.860973208","6.41754","16229.6962395","354"
"binance-eth-ars-spot","2024-08-28T00:00:00.000000000Z","3210078","3298377","3336922","3177100","3259856.931382196","2.41876","6037.0663443","150"
"binance-eth-ars-spot","2024-08-29T00:00:00.000000000Z","3302151","3285339","3367468","3250037","3299206.896973623","4.90884","12460.4097463","197"
"binance-eth-ars-spot","2024-08-30T00:00:00.000000000Z","3273815","3284332","3304128","3080016","3248578.220543657","1.61315","4036.4738966","115"
"binance-eth-ars-spot","2024-08-31T00:00:00.000000000Z","3290000","3282744","3292097","3180779","3284632.624429342","1.34494","3390.0472406","63"
"binance-eth-ars-spot","2024-09-01T00:00:00.000000000Z","3261919","3162344","3279841","3149723","3217545.13565336","2.77037","6814.5456376","179"
"binance-eth-ars-spot","2024-09-02T00:00:00.000000000Z","3202036","3305967","3316193","3186469","3269421.797598425","3.302","8278.2913158","172"
"binance-eth-ars-spot","2024-09-03T00:00:00.000000000Z","3298702","3152732","3339983","3152732","3220238.433642893","2.68984","6647.1273615","90"
"binance-eth-ars-spot","2024-09-04T00:00:00.000000000Z","3160000","3187273","3204819","3014302","3131772.665120602","2.30262","5519.7601066","128"
"binance-eth-ars-spot","2024-09-05T00:00:00.000000000Z","3199022","3025897","3199022","2980725","3049622.295495292","4.34501","10336.4066441","193"
